Ch1 Amplitude,Ch2 Amplitude,Cluster
1174.87915,10388.1377,4
1174.90955,9316.584,4
1175.02612,9774.595,4
1175.08948,8126.51,1
1175.16492,9788.751,4
1175.24854,7811.106,1
1175.25842,11178.292,4
1175.27466,10449.8789,4
1175.30542,7905.819,1
1175.31873,8182.855,1
1175.32043,9743.417,4
1175.39246,8515.947,1
1175.39709,7867.8877,1
1175.39722,8198.765,1
1175.40442,9578.917,4
1175.43079,8462.82,1
1175.47961,7780.412,1
1175.48438,8193.068,1
1175.49609,9211.149,4
1175.68445,8074.92041,1
1175.71179,8200.724,1
1175.741,8350.22,1
1175.80945,9735.63,4
1175.9021,10479.1,4
1175.93213,9890.448,4
1176.07446,12699.52,4
1176.15063,9769.988,4
1176.21216,9876.256,4
1176.34436,9782.323,4
1176.34668,10161.5176,4
1176.4209,8520.025,1
1176.42773,9809.547,4
1176.49438,8397.887,1
1176.54968,8206.94,1
1176.63123,9642.859,4
1176.65564,8306.633,1
1176.69189,13313.957,4
1176.78577,8242.973,1
1176.87537,8405.097,1
1176.8938,8245.58,1
1176.97949,9775.201,4
1177.1106,9705.643,4
1177.17334,10323.2705,4
1177.17542,8159.041,1
1177.27673,10219.0635,4
1177.29187,10256.0166,4
1177.29712,8148.072,1
1177.29871,8893.661,1
1177.38892,9656.597,4
1177.421,8462.176,1
1177.42212,9570.802,4
1177.44275,8572.85,1
1177.49292,12068.2656,4
1177.54126,8299.796,1
1177.58252,8473.605,1
1177.61426,9788.687,4
1177.89893,8247.388,1
1178.04468,8347.836,1
1178.04541,8077.86475,1
1178.067,9795.357,4
1178.12317,9587.198,4
1178.15,10322.1943,4
1178.2179,9946.321,4
1178.27271,12487.9287,4
1178.33423,8222.334,1
1178.39075,9741.885,4
1178.39246,10150.8818,4
1178.4043,11456.4492,4
1178.42444,10247.458,4
1178.52771,8428.765,1
1178.54712,9898.651,4
1178.54968,9983.182,4
1178.558,8170.897,1
1178.56226,8517.603,1
1178.61938,9317.773,4
1178.72888,9655.541,4
1178.772,9790.5,4
1178.81177,8017.75244,1
1178.81311,9591.288,4
1178.84143,12155.7715,4
1178.85632,9655.287,4
1178.892,8398.454,1
1179.11914,8011.87,1
1179.15649,9788.682,4
1179.17236,9617.675,4
1179.23425,8650.794,1
1179.2467,8134.97266,1
1179.332,10342.1074,4
1179.43909,8149.88037,1
1179.51721,11834.18,4
1179.5437,8292.172,1
1179.61951,9745.645,4
1179.63574,8428.024,1
1179.66321,8059.23975,1
1179.76575,8034.11963,1
1179.906,8159.29248,1
1179.92871,7992.59,1
1179.92883,10010.873,4
1179.94373,9825.198,4
1180.03394,8146.42871,1
1180.0365,8084.243,1
1180.06543,9652.971,4
1180.13,8303.192,1
1180.18359,10215.49,4
1180.20935,9598.203,4
1180.249,8598.875,1
1180.27563,9643.97,4
1180.28235,8045.775,1
1180.315,12094.6748,4
1180.40051,9517.309,4
1180.44446,9620.772,4
1180.48315,9779.11,4
1180.55383,8446.129,1
1180.55493,9705.775,4
1180.655,8348.403,1
1180.74292,10637.2061,4
1180.87585,10226.92,4
1180.88025,8215.423,1
1180.88647,8233.144,1
1180.95654,8228.937,1
1180.95837,8035.2915,1
1180.99951,8326.674,1
1181.022,10664.2178,4
1181.11633,11949.8232,4
1181.16821,10142.6475,4
1181.25024,8074.14941,1
1181.3219,8239.48,1
1181.35364,9995.596,4
1181.38916,10349.6289,4
1181.42676,8256.834,1
1181.43054,8112.496,1
1181.51038,9235.167,4
1181.52478,8158.25537,1
1181.6377,8143.67139,1
1181.66968,10552.3232,4
1181.79431,8282.375,1
1181.82361,10140.543,4
1181.82922,9676.249,4
1181.87854,8095.608,1
1181.9043,9873.419,4
1181.91028,8410.544,1
1181.91724,9744.924,4
1181.95361,9528.052,4
1181.98,9304.879,4
1182.05261,11776.7939,4
1182.09033,10937.4326,4
1182.154,8329.724,1
1182.17859,8536.699,1
1182.18811,10047.1611,4
1182.33215,9792.56,4
1182.43738,8385.119,1
1182.57532,8207.635,1
1182.65479,8279.585,1
1182.71021,9626.897,4
1182.76245,9379.105,4
1182.79333,9514.289,4
1182.8656,8133.6665,1
1182.89429,8027.318,1
1182.96436,8175.73535,1
1182.98755,8011.939,1
1183.04382,12289.8213,4
1183.05249,8632.587,1
1183.077,10354.9307,4
1183.09668,9705.762,4
1183.23462,9454.64551,4
1183.33081,8137.84033,1
1183.33484,8970.565,1
1183.38818,8251.857,1
1183.48645,9951.992,4
1183.53027,9513.179,4
1183.54785,8218.605,1
1183.55029,10237.1611,4
1183.61047,8766.446,1
1183.65576,8275.894,1
1183.68884,10781.9414,4
1183.71069,8540.314,1
1183.72852,8045.923,1
1183.745,7897.59326,1
1183.78772,9809.935,4
1183.90991,9771.479,4
1183.9491,10453.6592,4
1183.95886,9731.126,4
1184.04614,12297.6738,4
1184.06738,8226.894,1
